|Titulo|Main Story|Main + Extras|Completionist|All Styles|Rating|Developer|Publishers|Genres
1259|Roche Fusion|--|--|--|--|NR|Amulware|Amulware| January 23, 2015
1260|Punch Club|9½ Hours|13 Hours|20½ Hours|12½ Hours|67|Lazy Bear Games|tinyBuild|Role-Playing, Strategy
1261|Ace of Words|--|--|13½ Hours|13½ Hours|50|ZeroBit Games|Ocean Media|Puzzle
1262|Wildlife Park|25 Hours|--|--|25 Hours|70|b-alive|b-alive|Simulation, Strategy
1263|Wildlife Park: Wild Creatures|11½ Hours|--|--|11½ Hours|70| DLC/Expansion|b-alive|PC
1264|Age of Wonders III: Eternal Lords Expansion|--|--|--|--|NR| DLC/Expansion|Triumph Studios|Top-Down, Turn-Based, Role-Playing, Strategy
1265|Epsilon|--|--|--|--|NR|Serellan|Serellan|First-Person, Shooter, Strategy, Tactical
1266|InfiniTrap: Ohio Jack and The Cup Of Eternity|--|--|--|--|NR|Shadebob Games|Shadebob Games| December 22, 2015
1267|Prismatica|--|3 Hours|--|3 Hours|60|Loomus Games|Loomus Games| July 01, 2015
1268|AGON: The Mysterious Codex|5 Hours|--|8 Hours|6½ Hours|20|Private Moon Studios, Microids|Gravity Europe|Point-and-Click, Adventure, Compilation
1269|Dance of Death|2 Hours|--|2 Hours|2 Hours|33|Eight Game Studio|RunServer|Hidden Object
1270|Legena: Union Tides|--|--|--|--|NR|Grandpa Pixel|Grandpa Pixel| October 08, 2015
1271|The Mystery of a Lost Planet|4 Hours|--|5 Hours|4½ Hours|NR|AlikArt Studio|AlikArt Studio|Hidden Object
1272|Turbo Outrun|42 Mins|--|--|42 Mins|60|Sega AM2|Sega|Racing
1273|NoLimits 2: Roller Coaster Simulation|--|--|--|--|NR|Ole Lange|Mad Data| August 21, 2014
1274|Tunnel Rats 1968|4 Hours|--|--|4 Hours|20|Replay Studios|Boll AG|First-Person, Shooter
1275|Mos Speedrun 2|--|--|--|--|NR|Physmo|Physmo| September 03, 2015
1276|Ben and Ed|5 Hours|8½ Hours|--|6½ Hours|60|Sluggerfly|Sluggerfly|Action, Adventure, Platform
1277|Survive Me Miolhr|--|--|--|--|NR|Miolhr SM|Miolhr SM| January 15, 2016
1278|Romance of the Three Kingdoms Maker|--|--|--|--|NR|Koei|Koei| December 09, 2015
1279|Force of Elements|--|--|--|--|NR|Wicked Fun|Wicked Fun| December 29, 2015
1280|Princess Remedy in a World of Hurt|49 Mins|55 Mins|1 Hours|54 Mins|74|Ludosity, Remar Games|Ludosity|Action
1281|Ricochet: Lost Worlds|--|--|--|--|NR|Reflexive Entertainment|Reflexive Entertainment| April 2004
1282|Disney Sing it|--|--|--|--|NR|Zoë Mode|Disney Interactive Studios| October 28, 2008
1283|Robbery Bob: Man of Steal|--|--|--|--|NR|Level Eight|Level Eight|Action
1284|Aggression: Europe Under Fire|--|--|--|--|NR|Lesta Studio|Buka Entertainment| May 10, 2007
1285|Star Trek: D-A-C|--|--|--|--|NR|Naked Sky Entertainment, Bad Robot Interactive|Paramount Digital Entertainment| May 13, 2009
1286|Mytheon|--|--|--|--|NR|Petroglyph|Petroglyph| July 13, 2010
1287|Strafe|6 Hours|20½ Hours|--|10½ Hours|58|Pixel Titans|Devolver Digital|First-Person, Roguelike, Shooter
1288|Goliath|--|--|--|--|NR|Whalebox Studio|Octopus Tree|Action, Adventure, Role-Playing
1289|Vane|--|--|--|--|NR|Friend & Foe|Friend & Foe| 4 Months Ago
1290|Polda: Aneb S Poctivosti Nejdriv Pojdes|7 Hours|--|--|7 Hours|NR|SleepTeam|Zima Software| 1998
1291|Polda 3|7 Hours|--|--|7 Hours|NR|Zima Software|Adventure, Puzzle| 3.5 Weeks Ago
1292|Batman: Arkham Knight - Catwoman's Revenge|37 Mins|38 Mins|40 Mins|39 Mins|62| DLC/Expansion|Rocksteady Studios|PC, PlayStation 4, Xbox One
1293|Batman: Arkham Knight - A Flip of a Coin|26 Mins|27 Mins|35 Mins|31 Mins|68| DLC/Expansion|Rocksteady Studios|PC, PlayStation 4, Xbox One
1294|rFactor 2|--|--|--|--|NR|Image Space Incorporated|Image Space Incorporated| March 28, 2013
1295|Valkyrie Drive: Bhikkhuni|16½ Hours|38 Hours|82 Hours|30 Hours|76|PQUBE|Marvelous|Beat 'em Up
1296|Lifeline: Silent Night|2 Hours|--|--|2 Hours|45|3 Minute Games|3 Minute Games|Text, Adventure
1297|Quantumnauts: Chapter 2 - Black Hole Happens!|2 Hours|--|--|2 Hours|70|Midian Design|Midian Design| January 25, 2013
1298|Petit Novel Series: Harvest December|30 Hours|--|--|30 Hours|NR|Talestune|CIRCLE Entertainment|Visual Novel
1299|Prompt|--|--|--|--|NR|Peter Gutenko|Peter Gutenko| July 06, 2015
1300|Gardens Inc. 2: The Road to Fame|--|10 Hours|11½ Hours|10½ Hours|30|World-Loom, Nitreal|MumboJumbo|Simulation, Strategy
1301|Swordbreaker|4 Hours|4 Hours|4½ Hours|4 Hours|50|DuCats Games Studio|DuCats Games Studio|Visual Novel
1302|Apollo4x|4 Hours|--|--|4 Hours|NR|Digital Entertainment|Digital Entertainment| May 05, 2015
1303|Crossbow Warrior: The Legend of William Tell|3 Hours|--|--|3 Hours|50|MobyDick Games|Scherrer Medien| December 10, 2015
1304|Mondrian: Abstraction in Beauty|4 Hours|--|6 Hours|5 Hours|NR|Lantana Games|Lantana Games| 3.5 Months Ago
1305|Brilliant Shadows - Part One of the Book of Gray Magic|4 Hours|4 Hours|--|4 Hours|NR|Ithaqua Labs|Ithaqua Labs|Visual Novel
1306|Taimumari|2½ Hours|--|--|2½ Hours|30|TERNOX|TERNOX|Action, Platform
1307|Xenobloom|--|--|--|--|NR|Ibology|Ibology| September 23, 2015
1308|Hylics|3 Hours|4 Hours|6 Hours|4 Hours|70|Mason Lindroth|Mason Lindroth|Role-Playing
1309|Superstar Dance Club|--|--|--|--|NR|Atomic Planet|Console Classics| August 04, 2015
1310|Boogeyman|1½ Hours|--|--|1½ Hours|43|Barry McCabe|PC| November 02, 2015
1311|Weapon of Choice|--|--|--|--|NR|Mommy's Best Games|Mommy's Best Games| September 23, 2015
1312|Overlord: Fellowship of Evil|6 Hours|--|--|6 Hours|50|Codemasters|Codemasters|Action, Role-Playing
1313|Toki Tori 3D|5 Hours|--|7 Hours|6 Hours|60|Two Tribes|Two Tribes|Puzzle, Strategy
1314|Garden Rescue: Christmas Edition|6 Hours|--|11 Hours|8½ Hours|NR|Rainbow Games|Rainbow Games|Strategy
1315|Mighty Switch Force! Academy|3½ Hours|--|--|3½ Hours|NR|WayForward|WayForward|Action, Strategy
1316|Cruel Arena|--|--|1½ Hours|1½ Hours|50|xXarabongXx|xXarabongXx|Action
1317|Pony Island|2½ Hours|3 Hours|5 Hours|2½ Hours|74|Daniel Mullins Games|Daniel Mullins Games|Puzzle
1318|Suits: A Business RPG|3 Hours|4½ Hours|5 Hours|4½ Hours|78|Technomancy Studios|Technomancy Studios|Action, Adventure
1319|Cross Set|5 Hours|7 Hours|9 Hours|7 Hours|65|Cuveet Story|Cuveet Story|Puzzle
1320|The Consuming Shadow|3 Hours|5½ Hours|--|4½ Hours|73|Ben 'Yahtzee' Croshaw|Ben 'Yahtzee' Croshaw|Adventure
1321|Contract (2016)|1 Hours|--|--|1 Hours|NR|S Houben, N Tailor, A Barnett|S Houben| January 06, 2016
1322|Cally's Caves 3|6 Hours|8 Hours|8½ Hours|8 Hours|60|VDO Games|VDO Games|Action, Platform
1323|Gremlin Invasion: Survivor|--|--|--|--|NR|CS Squared Games|CS Squared Games| May 01, 2015
1324|Cataegis: The White Wind|--|--|--|--|10|Acido Cinza|KISS| September 25, 2015
1325|Dead Sea|--|--|--|--|NR|Phoenix Studio|KISS, Phoenix Studio| March 25, 2015
1326|Luna Sky|--|--|--|--|20|Vovoid Media Technologies|KISS| October 02, 2015
1327|A-Train 9 V4.0: Japan Rail Simulator|--|--|--|--|NR|Artdink|Degica| October 21, 2015
1328|LowcoBall|--|--|--|--|NR|Startreming|Startreming| December 09, 2015
1329|Space Xonix|--|--|--|--|NR|SRF Games|SRF Games| 2 Years Ago
1330|Space Pilgrim: Episode One - Alpha Centauri|1½ Hours|--|1½ Hours|1½ Hours|69|Pilgrim Adventures, GrabTheGames Studios|GrabTheGames|Adventure
1331|Relic Alone|--|--|--|--|NR|NTT Plala, Roconilo Project|Zoo Corporation| November 26, 2015
1332|Dungeon Highway|--|--|--|--|NR|Substantial|Substantial| March 23, 2015
1333|The Forgotten Forest|--|--|--|--|NR|Dylan Wentz|Dylan Wentz| November 11, 2015
1334|Planet Diver|10 Hours|--|--|10 Hours|NR|Fabraz|Fabraz|Action
1335|GravBlocks|--|--|--|--|NR|From Nothing Game Studios|From Nothing Game Studios| December 16, 2015
1336|TNN Motorsports Hardcore Heat|--|--|--|--|NR|CRI|ASC Games| December 22, 1999
1337|Actua Golf 3|--|--|--|--|NR|Urbanscan|Console Classics| August 31, 2015
1338|Samsa and the Knights of Light|--|10½ Hours|--|10½ Hours|50|Atixx, ClorithApps|ClorithApps| December 02, 2015
1339|Plastiland|--|--|--|--|NR|FreshGem, Zillion Whales|Zillion Whales| December 01, 2015
1340|Rise: Battle Lines|--|--|--|--|NR|The Secret Games Company|Digital Tribe| November 17, 2015
1341|Hyperdrive Massacre|--|--|--|--|10|34BigThings|Digital Tribe| October 12, 2015
1342|Basketball Pro Management 2015|--|--|--|--|70|Umix Studios, Cyanide|Cyanide| November 19, 2014
1343|Disney Princess: Enchanted Journey|--|2 Hours|--|2 Hours|20|Papaya Studio|Disney Interactive Studios| October 16, 2007
1344|Door To Door|7 Hours|--|--|7 Hours|NR|CD Jones|CD Jones| November 27, 2015
1345|Endorlight|2½ Hours|--|3 Hours|2½ Hours|40|Unika Games|Unika Games|Platform, Roguelike
1346|Darthy|--|--|--|--|NR|Collin, Kaleb, Jeya|Cwade Games| February 16, 2016
1347|Poker Pretty Girls Battle: Texas Hold'em|--|--|16½ Hours|16½ Hours|40|Zoo Corporation|Zoo Corporation|Card Game
1348|Atlantic Quest Solitaire|--|--|--|--|NR|Rokapublish|Libredia| June 22, 2015
1349|Galactic Conquerors|--|--|5 Mins|5 Mins|10|Kinahmi Games|Black Shell Media| August 21, 2015
1350|Super Mega Bob|--|--|--|--|NR|Jenito|Jenito| December 03, 2015
1351|Hidden Object Bundle 4-in-1|11 Hours|--|13 Hours|11½ Hours|80|Alawar Entertainment|Alawar Entertainment|Compilation, Hidden Object
1352|Meridian: Age of Invention|5½ Hours|6 Hours|--|5½ Hours|NR|Mirball Games|Alawar Entertainment|Point-and-Click
1353|Rescue Team 5|7 Hours|--|7 Hours|7 Hours|45|Rionix|Alawar Entertainment|Strategy
1354|Top Trumps Turbo|--|--|--|--|NR|Good Day Games, NYX Digital|KISS, Funbox Media| 1 Month Ago
1355|KRUM: Edge Of Darkness|--|--|--|--|NR|HA Studio|HA Studio| November 24, 2015
1356|BanHammer|--|--|--|--|NR|Storm Sharks|Storm Sharks| December 16, 2015
1357|Rapala: Tournament Fishing|--|--|--|--|NR|Activision|Activision| November 22, 2006
1358|Strawberry Vinegar|2 Hours|2½ Hours|3½ Hours|3 Hours|68|Ebi-hime|Sekai Project|Visual Novel
1359|Zombie Playground|--|--|--|--|NR|Stealth Studios|Stealth Studios|Third-Person, Action
1360|Fruits Inc. Deluxe Pack|--|--|--|--|NR|Manifesto Game Studio|Strategy First| February 19, 2015
1361|Goblin Defenders: Steel 'n' Wood|--|--|--|--|NR|Alawar Entertainment|Alawar Entertainment| August 21, 2013
1362|Toto Temple Deluxe|--|--|--|--|NR|Juicy Beast|Juicy Beast| September 29, 2015
1363|Cyraid|4½ Hours|--|--|4½ Hours|NR|SAS Sakata|Nexoft| March 1991
1364|Fairy Tale Mysteries: The Puppet Thief|2½ Hours|3 Hours|3½ Hours|3 Hours|60|The House of Fables, Gogii Games|Artifex Mundi|Hidden Object
1365|Super Black Bass Fishing|--|--|--|--|NR|Majesco|Majesco| March 28, 2006
1366|Blood Code|3½ Hours|--|--|3½ Hours|60|WeShare Games|WeShare Games|Visual Novel
1367|Forget Me Not: My Organic Garden|10 Hours|14 Hours|19½ Hours|15½ Hours|70|CAVYHOUSE|AGM PLAYISM|Simulation
1368|Choice of the Dragon|30 Mins|--|--|30 Mins|NR|Choice of Games|Choice of Games|Text, Adventure, Role-Playing
1369|Locked-In Syndrome|--|--|1 Hours|1 Hours|NR|Studio 48|Studio 48|Action
1370|Space Pilgrim: Episode Two - Epsilon Indi|1 Hours|1½ Hours|2 Hours|1½ Hours|68|Pilgrim Adventures, GrabTheGames Studios|GrabTheGames|Adventure
1371|Marble Duel|--|--|--|--|NR|HeroCraft Krasnodar|HeroCraft| November 12, 2015
1372|Blandia|--|--|--|--|NR|Allumer, Ving|Allumer, Ving| September 30, 1994
1373|Card Crawl|--|--|13½ Hours|13½ Hours|75|Arnold Rauers|iOS| 2016
1374|Amplitude (2015)|2½ Hours|6 Hours|6½ Hours|3 Hours|72|Harmonix Music Systems|Harmonix Music Systems|Music/Rhythm
1375|Assassin's Creed Chronicles: India|5½ Hours|7 Hours|14 Hours|6½ Hours|61|Climax Studios|Ubisoft|Action, Platform
1376|Spot: The Video Game|5 Mins|--|--|5 Mins|30|Arcadia Systems|Puzzle| 4.5 Months Ago
1377|Sepia Tears|3½ Hours|3½ Hours|3½ Hours|3½ Hours|68|Team NEET|Team NEET|Visual Novel
1378|Indie Game Battle|--|--|--|--|NR|Blob Games Studio|Blob Games Studio| October 29, 2015
1379|Space Food Truck|--|--|--|--|NR|One Man Left Studios|One Man Left Studios|Strategy
1380|Frosty Kiss|18 Mins|36 Mins|44 Mins|35 Mins|57|2Chance Projects, IIchan Eroge Team|2Chance Projects|Visual Novel
1381|Vigilante 8 Arcade|--|--|--|--|NR|Isopod Labs|Activision|Vehicular Combat
1382|Dementium: Remastered|4½ Hours|7 Hours|10 Hours|7 Hours|40|Renegade Kid|Renegade Kid|First-Person, Action, Adventure, Survival, Survival Horror
1383|Legend (1998)|--|--|--|--|NR|Toka|Funsoft| 1998
1384|That Dragon, Cancer|2 Hours|2 Hours|2 Hours|2 Hours|70|Numinous Games|Numinous Games|Adventure
1385|Backpacker 3: Mediterraneo|--|--|--|--|NR| DLC/Expansion|Pan Vision|Point-and-Click, Educational
1386|Backpacker 3: Americana|--|--|--|--|NR| DLC/Expansion|Pan Vision|Point-and-Click, Educational
1387|Night Watch|--|12½ Hours|--|12½ Hours|60|Nival Interactive|CDV Software Entertainment| June 29, 2006
1388|Hero Siege: Wrath of Mevius|1½ Hours|--|--|1½ Hours|NR| DLC/Expansion|Elias Viglione, Jussi Kukkonen|Action, Adventure, Role-Playing
1389|Astrox: Hostile Space Excavation|--|--|--|--|70|Jace Masula|Jace Masula|Simulation
1390|MetaHuman Inc.|6½ Hours|--|--|6½ Hours|85|Choice of Games|Choice of Games|Text, Adventure
1391|Zombie Wranglers|3 Hours|--|--|3 Hours|NR|Frozen Codebase|Sierra Online| May 06, 2009
1392|Foosball: World Tour|8½ Hours|--|--|8½ Hours|NR|Grip Games, 3Division|Grip Games|Party, Sports
1393|Militia|--|--|--|--|90|BrainGoodGames|BrainGoodGames|Strategy
1394|Notrium|--|--|45 Hours|45 Hours|70|Instant Kingdom|Instant Kingdom|Action, Adventure, Role-Playing
1395|Our Love Will Grow|--|--|--|--|NR|John Wizard|John Wizard|Adventure
1396|Pixel Galaxy|--|--|--|--|NR|Serenity Forge|Serenity Forge| October 02, 2015
1397|Stacks TNT|--|--|--|--|NR|Roy van Ophuizen|Funcraft Games| November 02, 2015
1398|StratO|--|--|--|--|NR|Mark Chong|Mark Chong| June 01, 2015
1399|Wooden Floor 2: Resurrection|--|--|--|--|10|Pheenix93|Pheenix93| January 11, 2016
1400|Speedball|1 Hours|--|--|1 Hours|40|The Bitmap Brothers|Image Works| 3.5 Months Ago
1401|Slicks ’n’ Slide|--|--|--|--|80|Timo Kauppinen|Timo Kauppinen| 1993
1402|GeneRally|--|--|--|--|10|Hannu Räbinä, Jukka Räbinä, James Burgess and Markku|PC| May 16, 2002
1403|Tharsis|2 Hours|4 Hours|10½ Hours|3 Hours|65|Choice Provisions|Choice Provisions|Strategy
1404|Elysion|--|--|--|--|NR|System Soft|Tokyo Shoseki| April 28, 1986
1405|Chime Sharp|--|11 Hours|--|11 Hours|50|Ste Curran, Twistplay|Chilled Mouse|Puzzle
1406|Miracle Girls Festival|4 Hours|--|--|4 Hours|80|Sega|Sega|Music/Rhythm
1407|MotorSport Revolution|--|--|--|--|NR|Ghost Machine|Ghost Machine| January 15, 2015
1408|GASP|--|--|2 Hours|2 Hours|20|Dark Day Interactive|Dark Day Interactive|Simulation
1409|Zheros|7½ Hours|--|--|7½ Hours|34|Rimlight Studios|Rimlight Studios|Scrolling, Action, Beat 'em Up
1410|Agatha Christie: The ABC Murders (2016)|6½ Hours|7 Hours|9 Hours|7 Hours|68|Microids, Artefacts Studios|Gravity Europe|Point-and-Click, Adventure
1411|RFLEX|--|--|--|--|NR|Wesley LaFerriere|System Void Games|Action, Arcade
1412|Car Mechanic Manager|--|--|--|--|NR|InImages|PlayWay| 4 Months Ago
1413|Age of Steel: Recharge|3½ Hours|--|5½ Hours|5 Hours|63|Quaint Emerald|Pirozhok|Strategy
1414|Death Goat|--|35 Mins|--|35 Mins|20|Terminal Press|Terminal Press|Action
1415|GooCubelets: The Algoorithm|--|--|12 Hours|12 Hours|37|Zonitron Productions|GrabTheGames|Puzzle
1416|They Came From The Moon|--|--|2 Hours|2 Hours|48|Zonitron Productions|GrabTheGames|Puzzle
1417|Oxenfree|4 Hours|5½ Hours|13½ Hours|5 Hours|78|Night School Studio|Night School Studio|Adventure
1418|Tech Gone Bad - E1M8 Map (Doom WAD)|20 Mins|--|--|20 Mins|80| Mod|John Romero|First-Person, Shooter
1419|The Forgotten: Project Of Damned|25 Mins|--|--|25 Mins|40|First-Person, Survival Horror| March 24, 2014| 2 Years Ago
1420|Cranky Cat|--|4 Hours|--|4 Hours|70|March Entertainment|March Entertainment|Puzzle
1421|Fate Tectonics|--|--|--|--|50|Golden Gear Games|Toy Temp| September 09, 2015
1422|DARIUSBURST: Chronicle Saviours|50 Mins|--|--|50 Mins|75|Pyramid, Chara-Ani|Degica|Scrolling, Action, Arcade
1423|Fear Equation|--|--|--|--|NR|Screwfly Studios|Screwfly Studios| January 15, 2016
1424|No One But You|4 Hours|12 Hours|17 Hours|11½ Hours|NR|Unwonted Studios|Unwonted Studios, Sekai Project|Visual Novel
1425|God Eater: Resurrection|31½ Hours|64 Hours|88½ Hours|61½ Hours|72|Shift|D3 Publisher of America|Action, Role-Playing
1426|Sonic Crackers|--|--|--|--|NR|Sega|Sega| 1994
1427|Sonic the Hedgehog - The Lost Worlds|--|--|--|--|NR| ROM Hack|ExecByte|Platform
1428|Celestial Tear: Demon's Revenge|--|--|15 Hours|15 Hours|60|White Guardian Studios|Degica| November 19, 2015
1429|East Tower: Kuon|2 Hours|--|3½ Hours|3 Hours|70|roseVeRte|roseVeRte|Adventure, Simulation
1430|East Tower: Kurenai|2 Hours|--|8½ Hours|5½ Hours|70|roseVeRte|roseVeRte|Adventure
1431|Gnomes Vs. Fairies|--|--|--|--|NR|Prismic Studios|Prismic Studios| July 02, 2016
1432|Vector Strain|--|--|--|--|NR|Omnidream Creations|Omnidream Creations| December 09, 2015
1433|Gobliiins 4|--|--|10 Hours|10 Hours|75|Société Pollene|1C Company, Snowball Studios|Third-Person, Adventure
1434|Gun Godz|40 Mins|--|--|40 Mins|70|Vlambeer|Vlambeer| May 25, 2018
1435|Shift Happens|9 Hours|--|--|9 Hours|85|Klonk Games|Klonk Games, Deck13, FFF Bayern|Platform
1436|Choice of Kung Fu|2½ Hours|--|--|2½ Hours|NR|Choice of Games|Choice of Games| December 19, 2002
1437|The ORPHEUS Ruse|2 Hours|--|--|2 Hours|NR|Choice of Games|Choice of Games| December 01, 2013
1438|Zombie Exodus|12 Hours|20 Hours|--|15½ Hours|70|Hosted Games|Hosted Games|Text, Adventure
1439|Salamander 2|24 Mins|--|--|24 Mins|60|Konami|Konami|Scrolling, Shooter
1440|Kings of Israel|--|--|--|--|NR|Alastair John Jack, Lance Hill|Funhill Games| December 21, 2015
1441|Assassin's Creed Chronicles: Russia|6½ Hours|9½ Hours|14 Hours|7½ Hours|60|Climax Studios|Ubisoft Entertainment|Action, Adventure
1442|The Witcher 3: Wild Hunt - Blood and Wine|15½ Hours|28½ Hours|41½ Hours|30½ Hours|95| DLC/Expansion|CD Projekt RED|PC, PlayStation 4, Xbox One
1443|Assassin's Creed: Syndicate - The Last Maharaja|2½ Hours|3 Hours|3 Hours|2½ Hours|65| DLC/Expansion|Ubisoft|Action, Adventure
1444|SUMICO|--|--|--|--|50|Engine Software|Puzzle| 4 Months Ago
1445|Hazumi|7 Hours|7 Hours|--|7 Hours|45|EyeCancer|Gamelion|Puzzle
1446|Red Game Without A Great Name|--|--|2½ Hours|2½ Hours|NR|iFun4all|iFun4all| December 09, 2015
1447|New York Mysteries: High Voltage|9 Hours|--|--|9 Hours|NR|Five-bn Games|Five-bn Games|Hidden Object
1448|DinoSystem|--|--|--|--|NR|Capribyte Studios|Black Shell Media| June 25, 2015
1449|Resident Evil Zero: HD Remaster|9½ Hours|12 Hours|20 Hours|10½ Hours|76|Capcom|Capcom|Third-Person, Survival, Survival Horror
1450|Color Symphony 2|--|--|--|--|NR|REMIMORY|REMIMORY| October 16, 2015
1451|Swapperoo|2 Hours|3 Hours|--|2½ Hours|NR|Fallen Tree Games|Fallen Tree Games|Puzzle
1452|Synchrom|--|--|--|--|NR|Morphiks|Morphiks| August 24, 2015
1453|Bounty Train|13 Hours|21 Hours|36 Hours|22 Hours|77|Corbie Games|Daedalic Entertainment|Simulation, Strategy
1454|Cut the Rope 2|--|--|--|--|70|ZeptoLab|Android, iOS| December 2013
1455|Magic Boy|--|--|--|--|NR|Blue Turtle|Platform| 8 Months Ago
1456|Spec Ops: Rangers Lead the Way|--|--|--|--|NR|Zombie|Ripcord Games, Take-Two Interactive, Sold-Out Software| April 30, 1998
1457|Cradle of Persia|--|--|--|--|NR|Awem Studio|iWin| 2 Months Ago
1458|Soul Locus|--|--|--|--|NR|Fat Loot Games|Fat Loot Games| April 30, 2015
1459|Spooky Bonus|--|--|9 Hours|9 Hours|NR|Grey Alien Games|Grey Alien Games|Puzzle
1460|Sun Dogs|--|--|--|--|NR|Royal Polygon|Royal Polygon|Adventure
1461|Transcendence|--|--|--|--|NR|Kronosaur Productions|Kronosaur Productions| July 24, 2015
1462|Spelunker World|--|--|--|--|60|Tozai Games|Square Enix| November 11, 2015
1463|Gemini: Heroes Reborn|3½ Hours|4 Hours|5½ Hours|4 Hours|69|Phosphor Games|Phosphor Games|Action, Adventure
1464|Dying Light: The Following DLC|10 Hours|14½ Hours|21 Hours|13 Hours|79| DLC/Expansion|Techland|PC, PlayStation 4, Xbox One
1465|The Aquatic Adventure of the Last Human|8 Hours|9 Hours|10 Hours|9 Hours|77|YCJY|YCJY|Side, Scrolling, Action, Adventure
1466|Atelier Escha & Logy Plus: Alchemists of the Dusk Sky|29 Hours|37 Hours|46½ Hours|37½ Hours|87|Gust|Koei Tecmo|Role-Playing
1467|Valkyria Revolution|28½ Hours|43 Hours|62 Hours|40½ Hours|54|Media.Vision|Sega|Hack and Slash, Role-Playing
1468|Tales of Berseria|44 Hours|68 Hours|188 Hours|62 Hours|84|Bandai Namco Studios|Bandai Namco Entertainment|Role-Playing
1469|To Burn In Memory|--|--|25 Mins|25 Mins|53|Orihaus|Orihaus|Adventure
1470|Pocket Mortys|9½ Hours|14½ Hours|--|11½ Hours|80|Adult Swim Games|Android, iOS| January 05, 2016
